"24010310110005"," uang kuliah tunggal biaya kuliah tunggal ditanggung calon mahasiswa berdasarkan kemampuan ekonominya biaya kuliah tunggal biaya operasional mahasiswa semester program studi perguruan negeri penetapan kelompok uang kuliah tunggal bersifat subjektif disebabkan mekanisme penetapan kelompok uang kuliah tunggal berdasarkan berkas dikumpulkan berdasarkan kedekatan emosional perkiraan status ekonomi keluarga calon mahasiswa berdasarkan permasalahan penentuan kelompok uang kuliah tunggal tugas dibahas sistem menentukan kelompok uang kuliah tunggal otomatis metode pengambilan keputusan pembangunan sistem analytical hierarchy process ahp model pengembangan perangkat lunak unified processdari hasil pengujian didapatkan sistem penentuan kelompok uang kuliah tunggal bahan pertimbangan penentuan kelompok ukt membantu mengurangi subyektifitas penentuan kelompok ukt calon mahasiswa"," uang kuliah tunggal biaya kuliah tunggal tanggung calon mahasiswa dasar mampu ekonomi biaya kuliah tunggal biaya operasional mahasiswa semester program studi guru negeri tetap kelompok uang kuliah tunggal sifat subjektif sebab mekanisme tetap kelompok uang kuliah tunggal dasar berkas kumpul dasar dekat emosional kira status ekonomi keluarga calon mahasiswa dasar masalah tentu kelompok uang kuliah tunggal tugas bahas sistem tentu kelompok uang kuliah tunggal otomatis metode ambil putus bangun sistem analytical hierarchy process ahp model kembang perangkat lunak unified processdari hasil uji dapat sistem tentu kelompok uang kuliah tunggal bahan timbang tentu kelompok ukt bantu kurang subyektifitas tentu kelompok ukt calon mahasiswa",
"24010310110012"," pertumbuhan perkembangan anak aspek terpenting kehidupan menentukan dasar kehidupan orang tua tingkat pendidikan sosial ekonomi relatif rendah memahami tumbuh kembang anak diperhatikan penyimpangan tumbuh kembang anak orang tua anak lahir diperhatikan dibiarkan kondisi parah salah teknologinya sistem pakar mendiagnosa menangani penyimpangan tumbuh kembang anak sistem meniru berpikir pakar diagnosis penyakit membantu mencari kesimpulan penyakit diderita penanganan sesuai pengembangan sistem pakar bahasa pemrograman php framework codeigniter database management system mysql metode certainty factor hasil diharapkan pembuatan sistem jenis penyimpangan tumbuh kembang anak menanganinya"," tumbuh kembang anak aspek penting hidup tentu dasar hidup orang tua tingkat didik sosial ekonomi relatif rendah paham tumbuh kembang anak perhati simpang tumbuh kembang anak orang tua anak lahir perhati biar kondisi parah salah teknologi sistem pakar mendiagnosa tangan simpang tumbuh kembang anak sistem tiru pikir pakar diagnosis sakit bantu cari simpul sakit derita tangan sesuai kembang sistem pakar bahasa pemrograman php framework codeigniter database management system mysql metode certainty factor hasil harap buat sistem jenis simpang tumbuh kembang anak tangan",
"24010310110015"," analis perbankan memiliki wewenang menentukan nasabah penerima kredit usaha rakyat kur penentuan mengandalkan pemahaman personal analis perbankan pemahaman personal berubah menyebabkan kesalahan ketidakkonsistenan pengambilan keputusan rancang bangun pengetahuan membantu analis perbankan mengartikulasikan ketahui mendokumentasikan pengetahuan bentuk pengetahuan dijadikan dasar pembangunan aplikasi penentuan penerima kur dibangun bahasa pemrograman c sistem manajemen basis data dbms mysql proses penentuan penerima kur model fuzzy tsukamoto hasil aplikasi keputusan diterima ditolaknya nasabah penerima kur berdasarkan nilai terbobot weighted average nilai terbobot nasabah terpilih penerima kur hasil saran dipertimbangkan analis perbankan memutuskan nasabah layak menerima kur aplikasi memenuhi kebutuhan sistem hasil sesuai keputusan analis perbankan ditangani pengujian sistem menghasilkan tingkat keakuratan"," analis perban milik wewenang tentu nasabah terima kredit usaha rakyat kur tentu andal paham personal analis perban paham personal ubah sebab salah ketidakkonsistenan ambil putus rancang bangun tahu bantu analis perban artikulasi tahu dokumentasi tahu bentuk tahu jadi dasar bangun aplikasi tentu terima kur bangun bahasa pemrograman c sistem manajemen basis data dbms mysql proses tentu terima kur model fuzzy tsukamoto hasil aplikasi putus terima tolak nasabah terima kur dasar nilai bobot weighted average nilai bobot nasabah pilih terima kur hasil saran timbang analis perban putus nasabah layak terima kur aplikasi penuh butuh sistem hasil sesuai putus analis perban tangan uji sistem hasil tingkat akurat",
"24010310110021"," kementerian tenaga kerja transmigrasi republik indonesia kemenakertrans memiliki rencana program kegiatan anggaran rpka salah satunya pengadaan alat pengolah data sesuai peraturan presiden republik indonesia nomor pengadaan barang jasa pemerintah pengadaan alat pengolah data kemenakertrans dana apbnapbd proses lelang tujuan penelitian aplikasi menentukan pemenang lelang pengadaan alat pengolah data aplikasi metode simple additive weighting saw hasil penilitian diperoleh saw menentukan pemenang pengadaan alat pengolah data alternatif diajukan aplikasi memiliki kelebihan menentukan bobot tingkat kelengkapan dokumen peserta perangkingan alternatif terbaik"," menteri tenaga kerja transmigrasi republik indonesia kemenakertrans milik rencana program giat anggar rpka salah satu ada alat olah data sesuai atur presiden republik indonesia nomor ada barang jasa perintah ada alat olah data kemenakertrans dana apbnapbd proses lelang tuju teliti aplikasi tentu menang lelang ada alat olah data aplikasi metode simple additive weighting saw hasil penilitian oleh saw tentu menang ada alat olah data alternatif aju aplikasi milik lebih tentu bobot tingkat lengkap dokumen serta rangking alternatif baik",
"24010310120002"," short message service sms mekanisme pengiriman pesan singkat jaringan mobile short message service sms dikirim langsung diterima penerima short message service center smsc dimanfaatkan orang orang bertanggung mencuri informasi sms tesebut salah alternatif menjaga kerahasiaan sms mengenkripsi sms sms dikirim metode enkripsi algoritma kriptografi rc base aplikasi metode pengembangan perangkat lunak unified process implementasinya bahasa pemrograman java diperuntukan smartphone sistem operasi android aplikasi sms enkripsi algoritma rc base diuji metode pengujian blackbox berjalan smartphone android sesuai diharapkan mengirimkan sms menerima sms enkripsi dekripsi"," short message service sms mekanisme kirim pesan singkat jaring mobile short message service sms kirim langsung terima terima short message service center smsc manfaat orang orang tanggung curi informasi sms tesebut salah alternatif jaga rahasia sms enkripsi sms sms kirim metode enkripsi algoritma kriptografi rc base aplikasi metode kembang perangkat lunak unified process implementasi bahasa pemrograman java untuk smartphone sistem operasi android aplikasi sms enkripsi algoritma rc base uji metode uji blackbox jalan smartphone android sesuai harap kirim sms terima sms enkripsi dekripsi",
"24010310120008"," pendidikan berskala nasional berfungsi mengembangkan kemampuan potensi peserta didik menjalankan fungsi pendidikan nasional dinas pendidikan provinsi jawa mengadakan lomba siswa berprestasi lomba siswa berprestasi kompetisi dilaksanakan berjenjang tingkat kabupatenkota tingkat provinsi kriteria kriteria tes tertulis nilai rapor tes wawancara tes keterampilan meliputi tes keterampilan wajib pilihan proses pemilihan siswa berprestasi manual seringkali menemui banyaknya kriteria dipertimbangkan peserta seringkali proses pemilihan terbentur singkatnya jarak lomba siswa berprestasi tingkat kabupaten tingkat provinsi dibuatlah sistem pendukung keputusan membantu dinas pendidikan tingkat kabupaten proses pemilihan siswa berprestasi proses pemilihan cepat efisien penelitian metode metode simple additive weighting saw metode saw dipilih metode perhitungan mempertimbangkan nilai bobot kriteria dilanjutkan proses perankingan menyeleksi alternatif terbaik alternatif data lomba siswa berprestasi masukan data dinas pendidikan pemuda olahraga disdikpora kabupaten magelang hasil perankingan peserta lomba keluaran hasil perhitungan sistem menghasilkan akurasi perbandingan hasil perankingan sistem hasil perankingan disdikpora magelang"," didik skala nasional fungsi kembang mampu potensi serta didik jalan fungsi didik nasional dinas didik provinsi jawa ada lomba siswa prestasi lomba siswa prestasi kompetisi laksana jenjang tingkat kabupatenkota tingkat provinsi kriteria kriteria tes tulis nilai rapor tes wawancara tes terampil liput tes terampil wajib pilih proses pilih siswa prestasi manual seringkali temu banyak kriteria timbang serta seringkali proses pilih bentur singkat jarak lomba siswa prestasi tingkat kabupaten tingkat provinsi buat sistem dukung putus bantu dinas didik tingkat kabupaten proses pilih siswa prestasi proses pilih cepat efisien teliti metode metode simple additive weighting saw metode saw pilih metode hitung timbang nilai bobot kriteria lanjut proses perankingan seleksi alternatif baik alternatif data lomba siswa prestasi masuk data dinas didik pemuda olahraga disdikpora kabupaten magelang hasil perankingan serta lomba keluar hasil hitung sistem hasil akurasi banding hasil perankingan sistem hasil perankingan disdikpora magelang",
"24010310120010"," proses bimbingan ta salah tahapan penyusunan ta mahasiswa proses bimbingan tatap muka langsung mahasiswa pembimbing mengalami kendala proses bimbingan berjalan maksimal sesuai diharapkan jurusan informatika ilmu komputer undip permasalahan diselesaikan sistem informasi bimbingan tugas bimta model proses pembangunan bimta unified process kerangka kerja kerangka kerja php codeigniter penggunaan bimta membantu proses bimbingan berjalan jurusan informatika ilmu komputer undip"," proses bimbing ta salah tahap susun ta mahasiswa proses bimbing tatap muka langsung mahasiswa bimbing alami kendala proses bimbing jalan maksimal sesuai harap jurus informatika ilmu komputer undip masalah selesai sistem informasi bimbing tugas bimta model proses bangun bimta unified process kerangka kerja kerangka kerja php codeigniter guna bimta bantu proses bimbing jalan jurus informatika ilmu komputer undip",
"24010310120016"," pemantauan akademis mahasiswa salah menjaga mahasiswa semangat menyelesaikan akademisnya sesuai ditentukan pemantauan akademis maksimal manual jurusan informatika undip permasalah diselesaikan sistem pemantau akademis metode sistem pemantau akademis fuzzy mamdani metode pengembangan open unified process hasil pengujian didapatkan sistem memiliki error rate"," pantau akademis mahasiswa salah jaga mahasiswa semangat selesai akademis sesuai tentu pantau akademis maksimal manual jurus informatika undip masa selesai sistem pantau akademis metode sistem pantau akademis fuzzy mamdani metode kembang open unified process hasil uji dapat sistem milik error rate",
"24010310120018"," penyelenggaraan pendidikan satuan pendidikan sma berdasarkan kurikulum program penentuan minat peserta didik dilaksanakan kelas x pilihan minat tersedia meliputi bidang minat matematika ilmu alam ilmu ilmu sosial penentuan minat guru bp bk proses penyeleksian kriteria kriteria prioritas minat nilai ujian nasional hasil psikotes nilai placement test proses penentuan minat manual seringkali menemukan banyaknya kriteria banyaknya pendaftar dibutuhkan sistem pendukung keputusan mengatasi permasalahan penelitian sistem metode topsis hasil perhitungan topsis minat matematika ilmu alam dibandingkan hasil perhitungan topsis minat ilmu ilmu sosial didapatkan hasil penentuan minat sesuai nilai tertinggi perbandingan hasil perhitungan topsis data penentuan minat sma negeri bekasi masukan hasil penentuan minat sistem keluaran hasil penentuan sistem menghasilkan akurasi didapatkan membandingkan hasil penentuan minat sistem data penentuan minat sma negeri bekasi"," selenggara didik satu didik sma dasar kurikulum program tentu minat serta didik laksana kelas x pilih minat sedia liput bidang minat matematika ilmu alam ilmu ilmu sosial tentu minat guru bp bk proses seleksi kriteria kriteria prioritas minat nilai uji nasional hasil psikotes nilai placement test proses tentu minat manual seringkali temu banyak kriteria banyak daftar butuh sistem dukung putus atas masalah teliti sistem metode topsis hasil hitung topsis minat matematika ilmu alam banding hasil hitung topsis minat ilmu ilmu sosial dapat hasil tentu minat sesuai nilai tinggi banding hasil hitung topsis data tentu minat sma negeri bekas masuk hasil tentu minat sistem keluar hasil tentu sistem hasil akurasi dapat banding hasil tentu minat sistem data tentu minat sma negeri bekas",
"24010310120019"," pemanasan global mengakibatkan perubahan iklim ekstrim berdampak kenaikan suhu perubahan curah hujan kelembaban udara sektor pertanian rentan dampak perubahan iklim menstimulasi pertumbuhan perkembangan serangan organisme pengganggu tanaman opt hama wereng hama tikus salah opt tanaman padi prediksi serangan hama mengidentifikasi memantau kemunculan serangan hama luas serangan hama diantisipasi pencegahan data histori klimatologi suhu curah hujan kelembaban udara data luas serangan hama memiliki sifat kontinu memiliki tren dinamis metode dibutuhkan prediksi metode kompleks mempelajari ketidakpastian periode diakomodasi jaringan syaraf tiruan jst salah algoritma jst backpropagation diaplikasikan peramalan memiliki nilai akurasi data histori klimatologi masukan luas serangan hama keluaran arsitektur backpropagation masukan layar tersembunyi neuron diubah ubah unit keluaran percobaan alfa laju pemahaman peningkatan nilai momentum neuron tersembunyi peningkatan maksimum epoch minimum error hasil percobaan pelatihan hama wereng diperoleh arsitektur jaringan terbaik alfa neuron tersembunyi mse proses pengujian diperoleh nilai mse percobaan pelatihan hama tikus diperoleh arsitektur jaringan terbaik alfa neuron tersembunyi mse proses pengujian diperoleh nilai mse"," panas global akibat ubah iklim ekstrim dampak naik suhu ubah curah hujan kelembaban udara sektor tani rentan dampak ubah iklim stimulasi tumbuh kembang serang organisme ganggu tanam opt hama wereng hama tikus salah opt tanam padi prediksi serang hama identifikasi pantau muncul serang hama luas serang hama antisipasi cegah data histori klimatologi suhu curah hujan kelembaban udara data luas serang hama milik sifat kontinu milik tren dinamis metode butuh prediksi metode kompleks ajar ketidakpastian periode akomodasi jaring syaraf tiru jst salah algoritma jst backpropagation aplikasi amal milik nilai akurasi data histori klimatologi masuk luas serang hama keluar arsitektur backpropagation masuk layar sembunyi neuron ubah ubah unit keluar coba alfa laju paham tingkat nilai momentum neuron sembunyi tingkat maksimum epoch minimum error hasil coba latih hama wereng oleh arsitektur jaring baik alfa neuron sembunyi mse proses uji oleh nilai mse coba latih hama tikus oleh arsitektur jaring baik alfa neuron sembunyi mse proses uji oleh nilai mse",
